"Area","MTU","Hydro Run-of-river and poundage  - Actual Aggregated [MW]","Hydro Water Reservoir  - Actual Aggregated [MW]"
"Romania (RO)","09.01.2016 00:00 - 09.01.2016 01:00 (UTC)","205","234"
"Romania (RO)","09.01.2016 01:00 - 09.01.2016 02:00 (UTC)","205","354"
"Romania (RO)","09.01.2016 02:00 - 09.01.2016 03:00 (UTC)","205","381"
"Romania (RO)","09.01.2016 03:00 - 09.01.2016 04:00 (UTC)","207","395"
"Romania (RO)","09.01.2016 04:00 - 09.01.2016 05:00 (UTC)","344","288"
"Romania (RO)","09.01.2016 05:00 - 09.01.2016 06:00 (UTC)","479","295"
"Romania (RO)","09.01.2016 06:00 - 09.01.2016 07:00 (UTC)","730","501"
"Romania (RO)","09.01.2016 07:00 - 09.01.2016 08:00 (UTC)","778","491"
"Romania (RO)","09.01.2016 08:00 - 09.01.2016 09:00 (UTC)","928","471"
"Romania (RO)","09.01.2016 09:00 - 09.01.2016 10:00 (UTC)","909","565"
"Romania (RO)","09.01.2016 10:00 - 09.01.2016 11:00 (UTC)","874","619"
"Romania (RO)","09.01.2016 11:00 - 09.01.2016 12:00 (UTC)","681","835"
"Romania (RO)","09.01.2016 12:00 - 09.01.2016 13:00 (UTC)","610","661"
"Romania (RO)","09.01.2016 13:00 - 09.01.2016 14:00 (UTC)","645","603"
"Romania (RO)","09.01.2016 14:00 - 09.01.2016 15:00 (UTC)","729","716"
"Romania (RO)","09.01.2016 15:00 - 09.01.2016 16:00 (UTC)","961","925"
"Romania (RO)","09.01.2016 16:00 - 09.01.2016 17:00 (UTC)","910","1103"
"Romania (RO)","09.01.2016 17:00 - 09.01.2016 18:00 (UTC)","880","742"
"Romania (RO)","09.01.2016 18:00 - 09.01.2016 19:00 (UTC)","864","498"
"Romania (RO)","09.01.2016 19:00 - 09.01.2016 20:00 (UTC)","847","490"
"Romania (RO)","09.01.2016 20:00 - 09.01.2016 21:00 (UTC)","962","501"
"Romania (RO)","09.01.2016 21:00 - 09.01.2016 22:00 (UTC)","821","474"
"Romania (RO)","09.01.2016 22:00 - 09.01.2016 23:00 (UTC)","493","585"
"Romania (RO)","09.01.2016 23:00 - 10.01.2016 00:00 (UTC)","401","426"
"Romania (RO)","10.01.2016 00:00 - 10.01.2016 01:00 (UTC)","409","295"
"Romania (RO)","10.01.2016 01:00 - 10.01.2016 02:00 (UTC)","311","211"
"Romania (RO)","10.01.2016 02:00 - 10.01.2016 03:00 (UTC)","327","247"
"Romania (RO)","10.01.2016 03:00 - 10.01.2016 04:00 (UTC)","331","271"
"Romania (RO)","10.01.2016 04:00 - 10.01.2016 05:00 (UTC)","319","311"
"Romania (RO)","10.01.2016 05:00 - 10.01.2016 06:00 (UTC)","511","281"
"Romania (RO)","10.01.2016 06:00 - 10.01.2016 07:00 (UTC)","637","300"
"Romania (RO)","10.01.2016 07:00 - 10.01.2016 08:00 (UTC)","806","334"
"Romania (RO)","10.01.2016 08:00 - 10.01.2016 09:00 (UTC)","830","376"
"Romania (RO)","10.01.2016 09:00 - 10.01.2016 10:00 (UTC)","962","442"
"Romania (RO)","10.01.2016 10:00 - 10.01.2016 11:00 (UTC)","960","572"
"Romania (RO)","10.01.2016 11:00 - 10.01.2016 12:00 (UTC)","846","670"
"Romania (RO)","10.01.2016 12:00 - 10.01.2016 13:00 (UTC)","735","727"
"Romania (RO)","10.01.2016 13:00 - 10.01.2016 14:00 (UTC)","725","713"
"Romania (RO)","10.01.2016 14:00 - 10.01.2016 15:00 (UTC)","786","737"
"Romania (RO)","10.01.2016 15:00 - 10.01.2016 16:00 (UTC)","1034","776"
"Romania (RO)","10.01.2016 16:00 - 10.01.2016 17:00 (UTC)","1082","989"
"Romania (RO)","10.01.2016 17:00 - 10.01.2016 18:00 (UTC)","1097","868"
"Romania (RO)","10.01.2016 18:00 - 10.01.2016 19:00 (UTC)","1090","679"
"Romania (RO)","10.01.2016 19:00 - 10.01.2016 20:00 (UTC)","988","416"
"Romania (RO)","10.01.2016 20:00 - 10.01.2016 21:00 (UTC)","765","273"
"Romania (RO)","10.01.2016 21:00 - 10.01.2016 22:00 (UTC)","501","117"
"Romania (RO)","10.01.2016 22:00 - 10.01.2016 23:00 (UTC)","358","184"
"Romania (RO)","10.01.2016 23:00 - 11.01.2016 00:00 (UTC)","302","112"
"Romania (RO)","11.01.2016 00:00 - 11.01.2016 01:00 (UTC)","304","125"
"Romania (RO)","11.01.2016 01:00 - 11.01.2016 02:00 (UTC)","314","136"
"Romania (RO)","11.01.2016 02:00 - 11.01.2016 03:00 (UTC)","346","197"
"Romania (RO)","11.01.2016 03:00 - 11.01.2016 04:00 (UTC)","371","254"
"Romania (RO)","11.01.2016 04:00 - 11.01.2016 05:00 (UTC)","399","556"
"Romania (RO)","11.01.2016 05:00 - 11.01.2016 06:00 (UTC)","864","738"
"Romania (RO)","11.01.2016 06:00 - 11.01.2016 07:00 (UTC)","1060","940"
"Romania (RO)","11.01.2016 07:00 - 11.01.2016 08:00 (UTC)","1056","1032"
"Romania (RO)","11.01.2016 08:00 - 11.01.2016 09:00 (UTC)","1053","983"
"Romania (RO)","11.01.2016 09:00 - 11.01.2016 10:00 (UTC)","843","868"
"Romania (RO)","11.01.2016 10:00 - 11.01.2016 11:00 (UTC)","783","701"
"Romania (RO)","11.01.2016 11:00 - 11.01.2016 12:00 (UTC)","875","567"
"Romania (RO)","11.01.2016 12:00 - 11.01.2016 13:00 (UTC)","857","546"
"Romania (RO)","11.01.2016 13:00 - 11.01.2016 14:00 (UTC)","907","697"
