"Area","MTU","Hydro Run-of-river and poundage  - Actual Aggregated [MW]","Hydro Water Reservoir  - Actual Aggregated [MW]"
"Norway (NO)","06.01.2016 21:00 - 06.01.2016 22:00 (UTC)","1292","23009"
"Norway (NO)","06.01.2016 22:00 - 06.01.2016 23:00 (UTC)","1313","22004"
"Norway (NO)","06.01.2016 23:00 - 07.01.2016 00:00 (UTC)","1271","22569"
"Norway (NO)","07.01.2016 00:00 - 07.01.2016 01:00 (UTC)","1253","22308"
"Norway (NO)","07.01.2016 01:00 - 07.01.2016 02:00 (UTC)","1253","21791"
"Norway (NO)","07.01.2016 02:00 - 07.01.2016 03:00 (UTC)","1259","21722"
"Norway (NO)","07.01.2016 03:00 - 07.01.2016 04:00 (UTC)","1262","22107"
"Norway (NO)","07.01.2016 04:00 - 07.01.2016 05:00 (UTC)","1251","22007"
"Norway (NO)","07.01.2016 05:00 - 07.01.2016 06:00 (UTC)","1254","23006"
"Norway (NO)","07.01.2016 06:00 - 07.01.2016 07:00 (UTC)","1280","24566"
"Norway (NO)","07.01.2016 07:00 - 07.01.2016 08:00 (UTC)","1279","24715"
"Norway (NO)","07.01.2016 08:00 - 07.01.2016 09:00 (UTC)","1276","24387"
"Norway (NO)","07.01.2016 09:00 - 07.01.2016 10:00 (UTC)","1265","24575"
"Norway (NO)","07.01.2016 10:00 - 07.01.2016 11:00 (UTC)","1262","24404"
"Norway (NO)","07.01.2016 11:00 - 07.01.2016 12:00 (UTC)","1272","24333"
"Norway (NO)","07.01.2016 12:00 - 07.01.2016 13:00 (UTC)","1275","24378"
"Norway (NO)","07.01.2016 13:00 - 07.01.2016 14:00 (UTC)","1261","23942"
"Norway (NO)","07.01.2016 14:00 - 07.01.2016 15:00 (UTC)","1272","23963"
"Norway (NO)","07.01.2016 15:00 - 07.01.2016 16:00 (UTC)","1273","23982"
"Norway (NO)","07.01.2016 16:00 - 07.01.2016 17:00 (UTC)","1273","24129"
"Norway (NO)","07.01.2016 17:00 - 07.01.2016 18:00 (UTC)","1264","23450"
"Norway (NO)","07.01.2016 18:00 - 07.01.2016 19:00 (UTC)","1267","23014"
"Norway (NO)","07.01.2016 19:00 - 07.01.2016 20:00 (UTC)","1269","22622"
"Norway (NO)","07.01.2016 20:00 - 07.01.2016 21:00 (UTC)","1271","22269"
