"Area","MTU","Hydro Run-of-river and poundage  - Actual Aggregated [MW]","Hydro Water Reservoir  - Actual Aggregated [MW]"
"Sweden (SE)","07.01.2015 21:00 - 07.01.2015 22:00 (UTC)","n/e","7012"
"Sweden (SE)","07.01.2015 22:00 - 07.01.2015 23:00 (UTC)","n/e","5561"
"Sweden (SE)","07.01.2015 23:00 - 08.01.2015 00:00 (UTC)","n/e","4206"
"Sweden (SE)","08.01.2015 00:00 - 08.01.2015 01:00 (UTC)","n/e","3731"
"Sweden (SE)","08.01.2015 01:00 - 08.01.2015 02:00 (UTC)","n/e","3630"
"Sweden (SE)","08.01.2015 02:00 - 08.01.2015 03:00 (UTC)","n/e","3624"
"Sweden (SE)","08.01.2015 03:00 - 08.01.2015 04:00 (UTC)","n/e","3727"
"Sweden (SE)","08.01.2015 04:00 - 08.01.2015 05:00 (UTC)","n/e","4205"
"Sweden (SE)","08.01.2015 05:00 - 08.01.2015 06:00 (UTC)","n/e","5969"
"Sweden (SE)","08.01.2015 06:00 - 08.01.2015 07:00 (UTC)","n/e","8271"
"Sweden (SE)","08.01.2015 07:00 - 08.01.2015 08:00 (UTC)","n/e","8890"
"Sweden (SE)","08.01.2015 08:00 - 08.01.2015 09:00 (UTC)","n/e","9044"
"Sweden (SE)","08.01.2015 09:00 - 08.01.2015 10:00 (UTC)","n/e","9108"
"Sweden (SE)","08.01.2015 10:00 - 08.01.2015 11:00 (UTC)","n/e","9230"
"Sweden (SE)","08.01.2015 11:00 - 08.01.2015 12:00 (UTC)","n/e","9245"
"Sweden (SE)","08.01.2015 12:00 - 08.01.2015 13:00 (UTC)","n/e","9313"
"Sweden (SE)","08.01.2015 13:00 - 08.01.2015 14:00 (UTC)","n/e","9759"
"Sweden (SE)","08.01.2015 14:00 - 08.01.2015 15:00 (UTC)","n/e","10196"
"Sweden (SE)","08.01.2015 15:00 - 08.01.2015 16:00 (UTC)","n/e","10777"
"Sweden (SE)","08.01.2015 16:00 - 08.01.2015 17:00 (UTC)","n/e","10941"
"Sweden (SE)","08.01.2015 17:00 - 08.01.2015 18:00 (UTC)","n/e","10432"
"Sweden (SE)","08.01.2015 18:00 - 08.01.2015 19:00 (UTC)","n/e","10081"
"Sweden (SE)","08.01.2015 19:00 - 08.01.2015 20:00 (UTC)","n/e","9019"
"Sweden (SE)","08.01.2015 20:00 - 08.01.2015 21:00 (UTC)","n/e","7587"
"Sweden (SE)","08.01.2015 21:00 - 08.01.2015 22:00 (UTC)","n/e","6575"
"Sweden (SE)","08.01.2015 22:00 - 08.01.2015 23:00 (UTC)","n/e","5080"
"Sweden (SE)","08.01.2015 23:00 - 09.01.2015 00:00 (UTC)","n/e","3944"
