"Area","MTU","Hydro Run-of-river and poundage  - Actual Aggregated [MW]","Hydro Water Reservoir  - Actual Aggregated [MW]"
"Portugal (PT)","08.01.2016 21:00 - 08.01.2016 22:00 (UTC)","1995","1236"
"Portugal (PT)","08.01.2016 22:00 - 08.01.2016 23:00 (UTC)","1924","1156"
"Portugal (PT)","08.01.2016 23:00 - 09.01.2016 00:00 (UTC)","1526","970"
"Portugal (PT)","09.01.2016 00:00 - 09.01.2016 01:00 (UTC)","1261","990"
"Portugal (PT)","09.01.2016 01:00 - 09.01.2016 02:00 (UTC)","896","931"
"Portugal (PT)","09.01.2016 02:00 - 09.01.2016 03:00 (UTC)","933","918"
"Portugal (PT)","09.01.2016 03:00 - 09.01.2016 04:00 (UTC)","997","1057"
"Portugal (PT)","09.01.2016 04:00 - 09.01.2016 05:00 (UTC)","994","1010"
"Portugal (PT)","09.01.2016 05:00 - 09.01.2016 06:00 (UTC)","1269","988"
"Portugal (PT)","09.01.2016 06:00 - 09.01.2016 07:00 (UTC)","1370","1094"
"Portugal (PT)","09.01.2016 07:00 - 09.01.2016 08:00 (UTC)","1597","1245"
"Portugal (PT)","09.01.2016 08:00 - 09.01.2016 09:00 (UTC)","1505","1168"
"Portugal (PT)","09.01.2016 09:00 - 09.01.2016 10:00 (UTC)","1635","1108"
"Portugal (PT)","09.01.2016 10:00 - 09.01.2016 11:00 (UTC)","1616","1166"
"Portugal (PT)","09.01.2016 11:00 - 09.01.2016 12:00 (UTC)","1609","1069"
"Portugal (PT)","09.01.2016 12:00 - 09.01.2016 13:00 (UTC)","1465","1001"
"Portugal (PT)","09.01.2016 13:00 - 09.01.2016 14:00 (UTC)","1615","972"
"Portugal (PT)","09.01.2016 14:00 - 09.01.2016 15:00 (UTC)","1747","1008"
"Portugal (PT)","09.01.2016 15:00 - 09.01.2016 16:00 (UTC)","1757","990"
"Portugal (PT)","09.01.2016 16:00 - 09.01.2016 17:00 (UTC)","1743","980"
"Portugal (PT)","09.01.2016 17:00 - 09.01.2016 18:00 (UTC)","1880","1076"
"Portugal (PT)","09.01.2016 18:00 - 09.01.2016 19:00 (UTC)","1935","1060"
"Portugal (PT)","09.01.2016 19:00 - 09.01.2016 20:00 (UTC)","1785","1059"
"Portugal (PT)","09.01.2016 20:00 - 09.01.2016 21:00 (UTC)","1573","999"
"Portugal (PT)","09.01.2016 21:00 - 09.01.2016 22:00 (UTC)","1657","1067"
"Portugal (PT)","09.01.2016 22:00 - 09.01.2016 23:00 (UTC)","1651","1026"
"Portugal (PT)","09.01.2016 23:00 - 10.01.2016 00:00 (UTC)","1487","661"
"Portugal (PT)","10.01.2016 00:00 - 10.01.2016 01:00 (UTC)","1042","273"
"Portugal (PT)","10.01.2016 01:00 - 10.01.2016 02:00 (UTC)","895","257"
"Portugal (PT)","10.01.2016 02:00 - 10.01.2016 03:00 (UTC)","933","356"
"Portugal (PT)","10.01.2016 03:00 - 10.01.2016 04:00 (UTC)","955","422"
"Portugal (PT)","10.01.2016 04:00 - 10.01.2016 05:00 (UTC)","966","482"
"Portugal (PT)","10.01.2016 05:00 - 10.01.2016 06:00 (UTC)","989","665"
"Portugal (PT)","10.01.2016 06:00 - 10.01.2016 07:00 (UTC)","1063","740"
"Portugal (PT)","10.01.2016 07:00 - 10.01.2016 08:00 (UTC)","1036","599"
"Portugal (PT)","10.01.2016 08:00 - 10.01.2016 09:00 (UTC)","1247","449"
"Portugal (PT)","10.01.2016 09:00 - 10.01.2016 10:00 (UTC)","1319","341"
"Portugal (PT)","10.01.2016 10:00 - 10.01.2016 11:00 (UTC)","1554","1005"
"Portugal (PT)","10.01.2016 11:00 - 10.01.2016 12:00 (UTC)","1545","943"
"Portugal (PT)","10.01.2016 12:00 - 10.01.2016 13:00 (UTC)","1669","970"
"Portugal (PT)","10.01.2016 13:00 - 10.01.2016 14:00 (UTC)","1852","768"
"Portugal (PT)","10.01.2016 14:00 - 10.01.2016 15:00 (UTC)","1941","364"
"Portugal (PT)","10.01.2016 15:00 - 10.01.2016 16:00 (UTC)","2076","308"
"Portugal (PT)","10.01.2016 16:00 - 10.01.2016 17:00 (UTC)","2257","384"
"Portugal (PT)","10.01.2016 17:00 - 10.01.2016 18:00 (UTC)","2283","782"
"Portugal (PT)","10.01.2016 18:00 - 10.01.2016 19:00 (UTC)","2332","890"
"Portugal (PT)","10.01.2016 19:00 - 10.01.2016 20:00 (UTC)","2264","960"
"Portugal (PT)","10.01.2016 20:00 - 10.01.2016 21:00 (UTC)","2228","924"
"Portugal (PT)","10.01.2016 21:00 - 10.01.2016 22:00 (UTC)","2280","947"
"Portugal (PT)","10.01.2016 22:00 - 10.01.2016 23:00 (UTC)","2222","840"
"Portugal (PT)","10.01.2016 23:00 - 11.01.2016 00:00 (UTC)","1887","346"
"Portugal (PT)","11.01.2016 00:00 - 11.01.2016 01:00 (UTC)","1688","266"
"Portugal (PT)","11.01.2016 01:00 - 11.01.2016 02:00 (UTC)","1189","255"
"Portugal (PT)","11.01.2016 02:00 - 11.01.2016 03:00 (UTC)","1210","285"
"Portugal (PT)","11.01.2016 03:00 - 11.01.2016 04:00 (UTC)","1258","340"
"Portugal (PT)","11.01.2016 04:00 - 11.01.2016 05:00 (UTC)","1206","331"
"Portugal (PT)","11.01.2016 05:00 - 11.01.2016 06:00 (UTC)","1350","392"
"Portugal (PT)","11.01.2016 06:00 - 11.01.2016 07:00 (UTC)","1440","1004"
"Portugal (PT)","11.01.2016 07:00 - 11.01.2016 08:00 (UTC)","1824","1057"
"Portugal (PT)","11.01.2016 08:00 - 11.01.2016 09:00 (UTC)","1890","1100"
"Portugal (PT)","11.01.2016 09:00 - 11.01.2016 10:00 (UTC)","2113","1129"
"Portugal (PT)","11.01.2016 10:00 - 11.01.2016 11:00 (UTC)","2146","964"
"Portugal (PT)","11.01.2016 11:00 - 11.01.2016 12:00 (UTC)","2014","881"
"Portugal (PT)","11.01.2016 12:00 - 11.01.2016 13:00 (UTC)","1992","1024"
"Portugal (PT)","11.01.2016 13:00 - 11.01.2016 14:00 (UTC)","1870","987"
"Portugal (PT)","11.01.2016 14:00 - 11.01.2016 15:00 (UTC)","1838","991"
"Portugal (PT)","11.01.2016 15:00 - 11.01.2016 16:00 (UTC)","1852","795"
"Portugal (PT)","11.01.2016 16:00 - 11.01.2016 17:00 (UTC)","2082","852"
"Portugal (PT)","11.01.2016 17:00 - 11.01.2016 18:00 (UTC)","2288","1034"
"Portugal (PT)","11.01.2016 18:00 - 11.01.2016 19:00 (UTC)","2208","927"
"Portugal (PT)","11.01.2016 19:00 - 11.01.2016 20:00 (UTC)","2286","950"
